Id,Title,Author,Average Rating,Number of ratings,Year of publishing,Url of image,Genre
20613470-heir-of-fire,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.44,384663,2014,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511l/20613470._SY75_.jpg,fantasy
7171637-clockwork-angel,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.3,755305,2010,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454962884l/7171637._SY75_.jpg,fantasy
23766634-a-court-of-wings-and-ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.41,440681,2017,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560l/23766634._SY75_.jpg,fantasy
944073.The_Blade_Itself,"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.17,191173,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284167912l/944073._SX50_SY75_.jpg,fantasy
11127.The_Chronicles_of_Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,4.25,574507,1956,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449868701l/11127._SY75_.jpg,fantasy
2248573.Brisingr,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.05,335916,2008,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391443970l/2248573._SX50_.jpg,fantasy
84119.The_Horse_and_His_Boy,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,307730,1954,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210968l/84119._SX50_.jpg,fantasy
35959740-circe,Circe (Hardcover),Madeline Miller,4.26,556140,2018,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496l/35959740._SY75_.jpg,fantasy
14201.Jonathan_Strange_Mr_Norrell,Jonathan Strange & Mr Norrell (Paperback),Susanna Clarke,3.83,222004,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589l/14201._SY75_.jpg,fantasy
47212.Storm_Front,"Storm Front (The Dresden Files, #1)",Jim Butcher,3.98,324135,2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273l/47212._SY75_.jpg,fantasy
17061.Coraline,Coraline (Paperback),Neil Gaiman,4.06,557670,2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435l/17061._SY75_.jpg,fantasy
17675462-the-raven-boy,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.03,319834,2012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485l/17675462._SY75_.jpg,fantasy
6148028-catching-fire,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.3,2839174,2009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028._SY75_.jpg,fantasy
25489134-the-bear-and-the-nightingale,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,4.08,153231,2017,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611440212l/25489134._SX50_.jpg,fantasy
34897.The_Dragon_Reborn,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,4.25,236543,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480096580l/34897._SX50_.jpg,fantasy
518848.Sabriel,"Sabriel (Abhorsen,  #1)",Garth Nix,4.14,203483,1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399l/518848._SY75_.jpg,fantasy
6101718-the-magician,"The Magicians (The Magicians, #1)",Lev Grossman,3.53,253377,2009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313772941l/6101718._SY75_.jpg,fantasy
36381037-cinder,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,785434,2012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775l/36381037._SY75_.jpg,fantasy
68427.Elantri,"Elantris (Elantris, #1)",Brandon Sanderson,4.17,204679,2005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475740953l/68427._SY75_.jpg,fantasy
65641.The_Silver_Chair,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,266476,1953,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336139237l/65641._SX50_.jpg,fantasy
7736182-the-lost-her,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.31,711776,2010,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY75_.jpg,fantasy
18006496-queen-of-shad,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.53,332519,2015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104l/18006496._SY75_.jpg,fantasy
7260188-mockingjay,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.05,2622332,2010,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188._SY75_.jpg,fantasy
17332218-words-of-radiance,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.73,250804,2014,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507307927l/17332218._SY75_.jpg,fantasy
84369.The_Last_Battle,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4,248095,1956,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830l/84369._SY75_.jpg,fantasy
34728667-children-of-blood-and-bone,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,4.08,197085,2018,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516127989l/34728667._SX50_.jpg,fantasy
8667848-a-discovery-of-witche,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,4,429536,2011,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370l/8667848._SY75_.jpg,fantasy
249747.Artemis_Fowl,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.85,535757,2001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894l/249747._SX50_.jpg,fantasy
50623864-the-invisible-life-of-addie-larue,The Invisible Life of Addie LaRue (Hardcover),V.E. Schwab,4.25,416314,2020,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432l/50623864._SY75_.jpg,fantasy
6752378-city-of-fallen-angel,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.09,541915,2011,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302l/6752378._SY75_.jpg,fantasy
37442.Wicked,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.54,586936,1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437733293l/37442._SY75_.jpg,fantasy
9539.The_Shadow_Rising,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,4.24,190952,1992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470841890l/9539._SY75_.jpg,fantasy
26032887-the-wicked-king,"The Wicked King (The Folk of the Air, #2)",Holly Black,4.33,287321,2019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414l/26032887._SY75_.jpg,fantasy
386372.Mort,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.2,219490,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166l/386372._SY75_.jpg,fantasy
43889.Wizard_s_First_Rule,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.11,239581,1994,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539l/43889._SY75_.jpg,fantasy
